Date,Event,Location,url
2017-12-02,UFC 218: Holloway vs. Aldo 2,"Detroit, Michigan, USA",http://ufcstats.com/event-details/9e30f69cc0869301
2017-12-09,UFC Fight Night: Swanson vs. Ortega,"Fresno, California, USA",http://ufcstats.com/event-details/bcd124bcd3d5be46
2017-12-16,UFC Fight Night: Lawler vs. Dos Anjos,"Winnipeg, Manitoba, Canada",http://ufcstats.com/event-details/eaa0a728cc91ef60
2017-12-30,UFC 219: Cyborg vs. Holm,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/04076783ca83d6ae
2018-01-14,UFC Fight Night: Stephens vs. Choi,"St. Louis, Missouri, USA",http://ufcstats.com/event-details/fc1868f56d3036eb
2018-01-20,UFC 220: Miocic vs. Ngannou,"Boston, Massachusetts, USA",http://ufcstats.com/event-details/02177caefe7c07d4
2018-01-27,UFC Fight Night: Jacare vs. Brunson 2,"Charlotte, North Carolina, USA",http://ufcstats.com/event-details/602bb270f2bdbf02
2018-02-03,UFC Fight Night: Machida vs. Anders,"Belem, Para, Brazil",http://ufcstats.com/event-details/7cf20446453f852b
2018-02-10,UFC 221: Romero vs. Rockhold,"Perth, Western Australia, Australia",http://ufcstats.com/event-details/15515e797aedc137
2018-02-18,UFC Fight Night: Cerrone vs. Medeiros,"Austin, Texas, USA",http://ufcstats.com/event-details/d181689653115b6a
2018-02-24,UFC Fight Night: Emmett vs. Stephens,"Orlando, Florida, USA",http://ufcstats.com/event-details/daa89f01e1c0f42a
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/7929be8290289a47
2018-03-17,UFC Fight Night: Werdum vs. Volkov,"London, England, United Kingdom",http://ufcstats.com/event-details/eed2b71d77d95416
2018-04-07,UFC 223: Khabib vs. Iaquinta,"Brooklyn, New York, USA",http://ufcstats.com/event-details/49e7e05f902479ca
2018-04-14,UFC Fight Night: Poirier vs. Gaethje,"Glendale, Arizona, USA",http://ufcstats.com/event-details/620be7e0712d431b
2018-04-21,UFC Fight Night: Barboza vs. Lee,"Atlantic City, New Jersey, USA",http://ufcstats.com/event-details/ad99fa5325519169
2018-05-12,UFC 224: Nunes vs. Pennington,"Rio de Janeiro, Rio de Janeiro, Brazil",http://ufcstats.com/event-details/67ec58d7cf599835
2018-05-19,UFC Fight Night: Maia vs. Usman,"Santiago, Chile",http://ufcstats.com/event-details/3144121470023e9a
2018-05-27,UFC Fight Night: Thompson vs. Till,"Liverpool, England, United Kingdom",http://ufcstats.com/event-details/f5990c11974d8e9c
2018-06-01,UFC Fight Night: Rivera vs. Moraes,"Utica, New York, USA",http://ufcstats.com/event-details/d29b5c4f22c6357d
2018-06-09,UFC 225: Whittaker vs. Romero 2,"Chicago, Illinois, USA",http://ufcstats.com/event-details/2eae41f61776c60f
2018-06-23,UFC Fight Night: Cowboy vs. Edwards,"Kallang, Singapore",http://ufcstats.com/event-details/ac5f67109accb482
2018-07-06,The Ultimate Fighter: Undefeated Finale,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/8215e4fe24e8e81b
2018-07-07,UFC 226: Miocic vs. Cormier,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/35585d970300d45a
2018-07-14,UFC Fight Night: Dos Santos vs. Ivanov,"Boise, Idaho, USA",http://ufcstats.com/event-details/b45d6b73f4ca4467
2018-07-22,UFC Fight Night: Shogun vs. Smith,"Hamburg, Hamburg, Germany",http://ufcstats.com/event-details/4f732e58ed907eff
2018-07-28,UFC Fight Night: Alvarez vs. Poirier 2,"Calgary, Alberta, Canada",http://ufcstats.com/event-details/322a56923b396b4d
2018-08-04,UFC 227: Dillashaw vs. Garbrandt 2,"Los Angeles, California, USA",http://ufcstats.com/event-details/03b1e846b09f721d
2018-08-25,UFC Fight Night: Gaethje vs. Vick,"Lincoln, Nebraska, USA",http://ufcstats.com/event-details/c0342805a1948cbb
2018-09-08,UFC 228: Woodley vs. Till,"Dallas, Texas, USA",http://ufcstats.com/event-details/d5ae8074631762fc
2018-09-15,UFC Fight Night: Hunt vs. Oleinik,"Moscow, Moscow, Russia",http://ufcstats.com/event-details/8d49545dadf9b919
2018-09-22,UFC Fight Night: Marreta vs. Anders,"Sao Paulo, Sao Paulo, Brazil",http://ufcstats.com/event-details/852454c572675334
2018-10-06,UFC 229: Khabib vs. McGregor,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1ef0eae31904e534
2018-10-27,UFC Fight Night: Oezdemir vs. Smith,"Moncton, New Brunswick, Canada",http://ufcstats.com/event-details/33a331684283900f
2018-11-03,UFC 230: Cormier vs. Lewis,"New York City, New York, USA",http://ufcstats.com/event-details/20821819c401ced8
2018-11-10,UFC Fight Night: Korean Zombie vs. Rodriguez,"Denver, Colorado, USA",http://ufcstats.com/event-details/42c96a9c4802e2e1
2018-11-17,UFC Fight Night: Magny vs. Ponzinibbio,"Buenos Aires, Buenos Aires, Argentina",http://ufcstats.com/event-details/aa3153a9941b4d44
2018-11-24,UFC Fight Night: Blaydes vs. Ngannou 2,"Beijing, China",http://ufcstats.com/event-details/de25520d54eab12d
2018-11-30,The Ultimate Fighter: Heavy Hitters Finale,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/c7ac79839e86ce33
2018-12-01,UFC Fight Night: Dos Santos vs. Tuivasa,"Adelaide, South Australia, Australia",http://ufcstats.com/event-details/d1d20e651e6cbc02
2018-12-08,UFC 231: Holloway vs. Ortega,"Toronto, Ontario, Canada",http://ufcstats.com/event-details/2a74bbba57058f12
2018-12-15,UFC Fight Night: Lee vs. Iaquinta,"Milwaukee, Wisconsin, USA",http://ufcstats.com/event-details/7a703c565ccaa18f
2018-12-29,UFC 232: Jones vs. Gustafsson 2,"Los Angeles, California, USA",http://ufcstats.com/event-details/c046100aea0dba9a
2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,"Brooklyn, New York, USA",http://ufcstats.com/event-details/d4da8995fc91e7ef
2019-02-02,UFC Fight Night: Assuncao vs. Moraes 2,"Fortaleza, Ceara, Brazil",http://ufcstats.com/event-details/84283233ec42be5f
2019-02-09,UFC 234: Adesanya vs. Silva,"Melbourne, Victoria, Australia",http://ufcstats.com/event-details/b5882371e2a3900d
2019-02-17,UFC Fight Night: Ngannou vs. Velasquez,"Phoenix, Arizona, USA",http://ufcstats.com/event-details/a7a79b8efbceaaac
2019-02-23,UFC Fight Night: Blachowicz vs. Santos,"Prague, Czech Republic",http://ufcstats.com/event-details/6546af7ab545b90c
2019-03-02,UFC 235: Jones vs. Smith,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/2d5fbe2103f97053
2019-03-09,UFC Fight Night: Lewis vs. Dos Santos,"Wichita, Kansas, USA",http://ufcstats.com/event-details/e96d8538d3f9d0ed
2019-03-16,UFC Fight Night: Till vs. Masvidal,"London, England, United Kingdom",http://ufcstats.com/event-details/80eacd4da0617c57
2019-03-23,UFC Fight Night: Thompson vs. Pettis,"Nashville, Tennessee, USA",http://ufcstats.com/event-details/487c170da059857d
2019-03-30,UFC Fight Night: Barboza vs. Gaethje,"Philadelphia, Pennsylvania, USA",http://ufcstats.com/event-details/9649d75defe0dedb
2019-04-13,UFC 236: Holloway vs. Poirier 2,"Atlanta, Georgia, USA",http://ufcstats.com/event-details/b0550072e5f0afa7
2019-04-20,UFC Fight Night: Overeem vs. Oleinik,"Saint Petersburg, Saint Petersburg, Russia",http://ufcstats.com/event-details/7dcf06c1967801c1
2019-04-27,UFC Fight Night: Jacare vs. Hermansson,"Sunrise, Florida, USA",http://ufcstats.com/event-details/c912f676692c353a
2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,"Ottawa, Ontario, Canada",http://ufcstats.com/event-details/351264d11286d09a
2019-05-11,UFC 237: Namajunas vs. Andrade,"Rio de Janeiro, Rio de Janeiro, Brazil",http://ufcstats.com/event-details/9de7c97e1c0d7927
2019-05-18,UFC Fight Night: Dos Anjos vs. Lee,"Rochester, New York, USA",http://ufcstats.com/event-details/6b8f28da9a483049
2019-06-01,UFC Fight Night: Gustafsson vs. Smith,"Stockholm, Sweden",http://ufcstats.com/event-details/cbc071cb20ea59c7
2019-06-08,UFC 238: Cejudo vs. Moraes,"Chicago, Illinois, USA",http://ufcstats.com/event-details/e31502e3f79d00c5
2019-06-22,UFC Fight Night: Moicano vs. The Korean Zombie,"Greenville, South Carolina, USA",http://ufcstats.com/event-details/b16a7e6a627e9789
2019-06-29,UFC Fight Night: Ngannou vs. Dos Santos,"Minneapolis, Minnesota, USA",http://ufcstats.com/event-details/c0c1bc0766df4c00
2019-07-06,UFC 239: Jones vs. Santos,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6c9383ffab2725a5
2019-07-13,UFC Fight Night: De Randamie vs. Ladd,"Sacramento, California, USA",http://ufcstats.com/event-details/2f8f3c69522db931
2019-07-20,UFC Fight Night: Dos Anjos vs. Edwards,"San Antonio, Texas, USA",http://ufcstats.com/event-details/9e0f28d1f639ad73
2019-07-27,UFC 240: Holloway vs. Edgar,"Edmonton, Alberta, Canada",http://ufcstats.com/event-details/abcf7e55a0a9ed89
2019-08-03,UFC Fight Night: Covington vs. Lawler,"Newark, New Jersey, USA",http://ufcstats.com/event-details/03da33a102d9a45f
2019-08-10,UFC Fight Night: Shevchenko vs. Carmouche 2,"Montevideo, Uruguay",http://ufcstats.com/event-details/e5d03e4d966126bd
2019-08-17,UFC 241: Cormier vs. Miocic 2,"Anaheim, California, USA",http://ufcstats.com/event-details/70167689d6a01793
2019-08-31,UFC Fight Night: Andrade vs. Zhang,"Shenzhen, Guangdong, China",http://ufcstats.com/event-details/2c104b7e59a72629
2019-09-07,UFC 242: Khabib vs. Poirier,"Abu Dhabi, Abu Dhabi, United Arab Emirates",http://ufcstats.com/event-details/a79bfbc01b2264d6
2019-09-14,UFC Fight Night: Cowboy vs. Gaethje,"Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/4834ff149dc9542a
2019-09-21,UFC Fight Night: Rodriguez vs. Stephens,"Mexico City, Distrito Federal, Mexico",http://ufcstats.com/event-details/94a5aaf573f780ad
2019-09-28,UFC Fight Night: Hermansson vs. Cannonier,"Copenhagen, Denmark",http://ufcstats.com/event-details/1bf49bf829964144
2019-10-05,UFC 243: Whittaker vs. Adesanya,"Melbourne, Victoria, Australia",http://ufcstats.com/event-details/3cf68c1d17f66af7
2019-10-12,UFC Fight Night: Joanna vs. Waterson,"Tampa, Florida, USA",http://ufcstats.com/event-details/0941df56f6ac954b
2019-10-18,UFC Fight Night: Reyes vs. Weidman,"Boston, Massachusetts, USA",http://ufcstats.com/event-details/3ae10ac4df3df05c
2019-10-26,UFC Fight Night: Maia vs. Askren,"Kallang, Singapore",http://ufcstats.com/event-details/df05aa15b2d66f57
2019-11-02,UFC 244: Masvidal vs. Diaz,"New York City, New York, USA",http://ufcstats.com/event-details/fd87b1bbfcde9d5e
2019-11-09,UFC Fight Night: Zabit vs. Kattar,"Moscow, Moscow, Russia",http://ufcstats.com/event-details/8d5daf67983b65ba
2019-11-16,UFC Fight Night: Blachowicz vs. Jacare,"Sao Paulo, Sao Paulo, Brazil",http://ufcstats.com/event-details/81ca2c245b19b3c5
2019-12-07,UFC Fight Night: Overeem vs. Rozenstruik,"Washington, DC, USA",http://ufcstats.com/event-details/b09890ba7ce1d1e2
2019-12-14,UFC 245: Usman vs. Covington,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/4565d435005319c0
2019-12-21,UFC Fight Night: Edgar vs. The Korean Zombie,"Busan, South Korea",http://ufcstats.com/event-details/74fefd43f073cd2f
2020-01-18,UFC 246: McGregor vs. Cowboy,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/0c1773639c795466
2020-01-25,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",http://ufcstats.com/event-details/44aa652b181bcf68
2020-02-08,UFC 247: Jones vs. Reyes,"Houston, Texas, USA",http://ufcstats.com/event-details/b26d3e3746fb4024
2020-02-15,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",http://ufcstats.com/event-details/5df17b3620145578
2020-02-22,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",http://ufcstats.com/event-details/33b2f68ef95252e0
2020-02-29,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",http://ufcstats.com/event-details/fc9a9559a05f2704
2020-03-07,UFC 248: Adesanya vs. Romero,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/0b5b6876c2a4723f
2020-03-14,UFC Fight Night: Lee vs. Oliveira,"Brasilia, Distrito Federal, Brazil",http://ufcstats.com/event-details/53278852bcd91e11
2020-05-09,UFC 249: Ferguson vs. Gaethje,"Jacksonville, Florida, USA",http://ufcstats.com/event-details/898337ef520fe4d3
2020-05-13,UFC Fight Night: Smith vs. Teixeira,"Jacksonville, Florida, USA",http://ufcstats.com/event-details/5f8e00c27b7e7410
2020-05-16,UFC Fight Night: Overeem vs. Harris,"Jacksonville, Florida, USA",http://ufcstats.com/event-details/dfb965c9824425db
2020-05-30,UFC Fight Night: Woodley vs. Burns,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/14b9e0f2679a2205
